MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1192314080,Mehir Holdings SA,2001-09-05,,,0.272,,,,Investment holding company,,,,,,58562Y,BR,,,,,,,,,,89,"700,000.0 Ordinary Shares",,,BOVESPA,,0.9,2001-06-08,,,,,14985,,,,,,Other Finance,,58562Y,Yes,,,,,,,2001-06-08,2001-06-08,,2001-09-05,PAOLO,PAOLO,,,,,,,Brazil Public,,,1.1,Brazil,,,1.000,,,,700000,0.272,0.272,,,,,,,,,,,,,Ordinary Shares,2796084,Yes,Yes,,700000,,,,No,2100000,"Investors, nec",6799,,,,,,,,,,Foreign,,700000,0.272,0.815,,2100000,,,58562Y,2796084,6799,,0,2001,,,Y,1549655.0,1546127.0,,,Primary Business not Hi-Tech,6799/6719,,,,,,,,,,,,,,
1208626011,Crest G-Star 2001-1,2001-09-04,,,360,8.1,,,Mortgage bankers,Floats,,,Non-callable to,15.4,36212N,US,,,,,,,,,,,Collateral Bds due '16,,,,,,,,,,,,Market,Market,,,,Mortgage Bank,,36212N,,,,,,,,,,,,IRISH,IRISH,,,Aaa,,,,U.S. Private,Mtg.Sec.Iss.,Non-Mtg. Pass,,United States,M,,Market,15224,No,,,360,470,,,2016-11-06,,,,,No,,,,,Collateral Bds,,,,15224,,,,,,,Mortgage bankers and loan correspondents,6162,,,,,,,,,,Unknown,,,470,,,,,,36212N,,6162,,Floa,2001,,,Y,,1260256.0,,,Primary Business not Hi-Tech,6162/619B,,,,,,,,,,,,,Inv Grade Bonds|Prv Issued Sec,
1208632011,Crest G-Star 2001-1,2001-09-04,,,75,9.8,,,Mortgage bankers,Floats,,,Non-callable to,34.7,36212N,US,,,,,,,,,,,Collateral Bds due '35,,,,,,,,,,,,Market,Market,,,,Mortgage Bank,,36212N,,,,,,,,,,,,IRISH,IRISH,,,A3,,,,U.S. Private,Mtg.Sec.Iss.,Non-Mtg. Pass,,United States,M,,Market,15224,No,,,75,470,,,2035-11-06,,,,,No,,,,,Collateral Bds,,,,15224,,,,,,,Mortgage bankers and loan correspondents,6162,,,,,,,,,,Unknown,,,470,,,,,,36212N,,6162,,Floa,2001,,,N,,1260256.0,,,Primary Business not Hi-Tech,6162/619B,,,,,,,,,,,,,Inv Grade Bonds|Prv Issued Sec,
1210996096,Minerals Corp Ltd,2001-09-28,,,0.738,,,,Industrial minerals mining,10.500,,,Non-callable to,99.9,60305M,AU,,,,,,,,,,,10.500% Fxd/Straight Bd due ',,,Australia,MSC,,,,,,,,,,,,,Natural Resource,,60305M,,,,,,,,,,,,NONE,NONE,,,NR,,,,Australia Private,,,,Australia,M,,100.000,,No,,,0.738,0.738,,,,,,,,,,,,,Fxd/Straight Bd,BYV83Q7,,,,,,,,,,Lead and zinc ores,1031,,,None,,,,,,,Foreign,MSC,,0.738,,,,,,60305M,BYV83Q7,1031,,10.5,2001,,,Y,950928.0,950927.0,,,Primary Business not Hi-Tech,1031/1044,,,,,,,,,,,,,,
1211154011,Pacific Coast ABS CDO,2001-09-24,,,450,5.8,,,special purpose finance co,Floats,,,Non-callable to,35.6,69506L,US,69407QAA4,,,,,,,,,,Collateral Bds due '36,,,,,,,,,,,,,,,,,Mtg Securities,,69506L,,,,USG6845QAA97,,,,,,,,IRISH,IRISH,,,Aaa,,,,U.S. Private,Fin. Service,Non-Mtg. Pass,,Cayman Islands,M,,100.000,15243,No,,,450,576,,,2036-10-25,,,,,No,,,,,Collateral Bds,,,,15243,,,,,,,Special purpose finance company,619B,,,,,,,,,,Foreign,,,576,,,,,,69506L,,619B,,Floa,2001,,,Y,,1260280.0,,,Primary Business not Hi-Tech,619B,,,,,,,,,,,,,Inv Grade Bonds,
1211156011,Pacific Coast ABS CDO,2001-09-24,,,21,7.5,,,special purpose finance co,Floats,,,Non-callable to,35.6,69506L,US,69407QAC0,,,,,,,,,,Collateral Bds due '36,,,,,,,,,,,,,,,,,Mtg Securities,,69506L,,,,USG6845QAC53,,,,,,,,IRISH,IRISH,,,Baa2,,,,U.S. Private,Fin. Service,Non-Mtg. Pass,,Cayman Islands,M,,100.000,15243,No,,,21,576,,,2036-10-25,,,,,No,,,,,Collateral Bds,,,,15243,,,,,,,Special purpose finance company,619B,,,,,,,,,,Foreign,,,576,,,,,,69506L,,619B,,Floa,2001,,,N,,1260280.0,,,Primary Business not Hi-Tech,619B,,,,,,,,,,,,,Inv Grade Bonds,
1211157011,Pacific Coast ABS CDO,2001-09-24,,,9,7.5,,,special purpose finance co,Floats,,,Non-callable to,35.6,69506L,US,,,,,,,,,,,Collateral Bds due '36,,,,,,,,,,,,,,,,,Mtg Securities,,69506L,,,,,,,,,,,,IRISH,IRISH,,,Baa2,,,,U.S. Private,Fin. Service,Non-Mtg. Pass,,Cayman Islands,M,,100.000,15243,No,,,9,576,,,2036-10-25,,,,,No,,,,,Collateral Bds,,,,15243,,,,,,,Special purpose finance company,619B,,,,,,,,,,Foreign,,,576,,,,,,69506L,,619B,,Floa,2001,,,N,,1260280.0,,,Primary Business not Hi-Tech,619B,,,,,,,,,,,,,Inv Grade Bonds,
1213646100,EMC Logistics Bhd,2001-09-03,,,10.314,,,,Pvd logistic planning svcs,,,,,,26866J,RG,,,,,,,,,,,"29,039,725.0 Ord/Common Shs.",EMCL,,Kuala S/B,EMC,,2001-08-16,,,,,,,,,,,Pers/Bus/Rep Svc,,26866J,No,,,MYL9113OO001,,,,,2001-08-16,,2001-09-03,KUALA,KUALA,,,,,,,Malaysia Public,,,65,Malaysia,,,1.350,15221,,0.087,29039725,10.314,10.314,,,,,,,,,,,,,Ord/Common Shs.,6303156,Yes,Yes,15221,29039725,29039725,100,100,No,,"Business consulting services, nec",8748,,,,,,,,,,Foreign,EMC,29039725,10.315,,,,,,26866J,6303156,8748,,0,2001,,,Y,954100.0,954099.0,,,Primary Business not Hi-Tech,8748/8742/7389,,,,,,,,,,,,,,
1214081095,ParaRede SGPS,2001-09-21,,,38.099,,,,Pvd computer consulting svcs,,,,,,69935L,EUR,,,,,,,,,,,"40,000,000.0 Ord/Common Shs.",GLIN,,Lisbon,PADAE,,2001-09-21,,,,,11323,,,,,,Pers/Bus/Rep Svc,,69935L,No,,,,,,,,2001-09-21,,2001-09-21,LISBN,LISBN,,,,,,,Portugal Private,,,,Portugal,,,1.043,15295,,0.754,40000000,38.099,45.053,,,,,,,,,,,,,Ord/Common Shs.,5714760,Yes,Yes,15295,40000000,7613467,,,No,,"Computer related services,nec",7379,69935L,,,,,,,,,Foreign,PADAE,47613467,45.057,,,,,,69935L,5714760,7379,,0,2001,,,Y,949607.0,949606.0,,,Other Software (inq. Games)|Computer Consulting Services,7379/8748,,,,,2001-09-21,2001-09-21,,,,,,,,
1214773095,BIG Bank Gdanski SA,2001-09-21,,,179.984,,,,Bank,,,,,,05514E,PZ,,,,,,,,,,,"424,590,872.0 Ord/Common Shs.",MIB,,Warsaw,BCP,,2001-09-21,,,15330,,,0.001,0.278,,,,Commercial Bank,,059479,No,,,,,,,,2001-09-21,,2001-12-21,WARSW,WARSW,,,,,Comb.,Comb.,Poland Public,,,400.9,Poland,,,1.800,15330,,1.567,424590872,179.984,179.984,0.703,,,,,,,,,,,,Ord/Common Shs.,4077323,Yes,Yes,15330,424590872,424590872,100,100,No,,Banks,6000,,,,,,,,,,Foreign,BIGA,424590872,179.984,,0.5,,Comb.,Comb.,059479,BZCNN35,6000,,0,2001,,,Y,608131.0,608130.0,,,Primary Business not Hi-Tech,6000,,,,,2001-12-12,2001-10-22,,,,,,,,
