MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1031297101,Housing & Development Board,2001-02-01,,,287.75,,,,State agency,3.520,,,Non-callable to,7.1,44186F,SG,,,,,,,,,,,3.520% Fxd/Straight Bd due '08,,,,,,,,2001-08-13,,,0,,,,,,Regional Agency,,82929F,,,,,,,,,,,,SINGP,SINGP,,,NR,,,,Singapore Public,,,,Singapore,,,100.000,15019,No,,,287.75,287.75,,,2008-02-13,,,,,,,,,,Fxd/Straight Bd,,,,15019,,,,,,,Regional (state) agency,999D,,,None,,,,,,,Foreign,,,287.75,,,,,,82929F,,999A,,3.52,2001,,,Y,880135.0,880134.0,,,Primary Business not Hi-Tech,999D/6531,,,,,,,,,,,,,,
1080886101,Mai-Liao Power Corp,2001-02-05,,,61.86,,,,Fossil Fuel Electric Power Generation,5.191,,,Non-callable to,7.1,56027M,TW,,,,,,,,,,,5.191% Fxd/Straight Bd due '08,,,,1301,,,,2002-02-15,,,13149,,,,,,Electric Service,,Y26095,,,,,,,,,,,,TAIWN,TAIWN,,,NR,,,,Taiwan Public,,,,Taiwan,,,100.000,15021,No,,,61.86,61.86,,,2008-02-15,,,,,,,,,,Fxd/Straight Bd,,,,15021,,,,,,,Electric services,4911,,,None,,,,,,,Foreign,,,61.86,,,,,,Y26095,6348544,2823,,5.19,2001,,,Y,912184.0,912183.0,,,Primary Business not Hi-Tech,4911/4931/4939,,,,,,,,,,,,,,
1081184008,Wells Fargo Mtg 2001-4,2001-02-22,,No,59.3,2.3,,,Mortgage securities finance co,7.000,,,Clean up Call,,94981E,US,,,,,,,,,,119,7.000% Pass-Thru Certs due '31,,,,WFC,10000,2000-10-26,,,,,,Market,,,,,Mortgage Bank,,66946V,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Mtg.Sec.Iss.,Pass-Through,,United States,,66946V,Market,15033,No,,,58.998,671.579,,,2031-02-25,,,,,,,,,,Pass-Thru Certs,,,,15033,,,,,,,Mortgage bankers and loan correspondents,6162,94981E,,,,,,,,,Maryland,,,675.022,,,,,,949746,2649100,6021,,Mark,2001,,,N,1208276.0,1125597.0,,,Primary Business not Hi-Tech,6162/619B,,,,,2001-02-28,2001-02-28,,,,,,,Residential Mtg,
1084402008,Citibank CC Issuance Trust,2001-02-02,,No,1250,7,,,Special purpose finance sub,Floats,,,Clean up Call,,17314X,US,17305EAK1,,,,,,,,,35,Asset Bkd Certs due '10,,,,C,18264.5,2000-12-29,,,,,,3.000,0.3,,,,Mtg Securities,,172967,,,,,,,,,,,,LUXBG,LUXBG,,,Aaa,,Comb.,Comb.,U.S. Public,Comm. Bank,Non-Mtg. Pass,,United States,,173033,100.000,15013,No,,,1250,1250,,,2010-02-07,,2,,,,2.5,0.25,,,Asset Bkd Certs,,,,15013,,,,,,,Special purpose finance company,619B,17314X,,,,,,,,,New York,,,1250,,3.75,,Comb.,Comb.,172967,2297907,6021,,Floa,2001,,,Y,1208407.0,1125639.0,0.2,,Primary Business not Hi-Tech,619B,,,,,2001-03-12,2001-03-12,,,,,,,Credit Card Rec,
1084568105,QUOQ Mastertrust Mezzanine,2001-02-07,,,3.436,,,16,special purpose finance,0.600,,,Non-callable to,7.4,74906F,Y,,,,,,,,,,,0.600% Asset Bkd Bonds due '08,,,Tokyo,,,,,2001-06-20,,,,0.034,0.4,,,,Mtg Securities,2001-06-20,74906E,,,,,,,,,,,,NONE,NONE,,,A2,,,,Japanese Public,Fin. Service,Non-Mtg. Pass,,Japan,M,74906E,100.000,15026,No,,,3.436,24.055,,,2008-06-20,,,,,,,,,,Asset Bkd Bonds,,,,15026,,,,,,,Special purpose finance company,619B,74906F,,None,,,,,,,Foreign,8478,,24.055,,0.014,,,,74906E,,6141,,0.60,2001,,,Y,1014327.0,997857.0,,,Primary Business not Hi-Tech,619B,2020-12-01,2020-06-01,,,2001-02-07,2001-02-07,,,,,,,Credit Card Rec,
1084575105,QUOQ Mastertrust Senior,2001-02-07,,,28.35,,,4,special purpose finance,0.480,,,Non-callable to,7.4,74906H,Y,,,,,,,,,,,0.480% Asset Bkd Bonds due '08,,,,,,,,2001-06-20,,,,0.034,0.4,,,,Mtg Securities,2001-06-20,74906E,,,,,,,,,,,,NONE,NONE,,,Aaa,,,,Japanese Public,Fin. Service,Non-Mtg. Pass,,Japan,M,74906E,100.000,15026,No,,,28.35,198.452,,,2008-06-20,,,,,,,,,,Asset Bkd Bonds,,,,15026,,,,,,,Special purpose finance company,619B,74906H,,None,,,,,,,Foreign,,,198.452,,0.113,,,,74906E,,6141,,0.48,2001,,,Y,1014328.0,997858.0,,,Primary Business not Hi-Tech,619B,2020-12-01,2020-06-01,,,2001-06-20,2001-02-07,,,,,,,Credit Card Rec,
1084756021,Direct Message PLC(L Gardner),2001-02-05,,,7.453,,,,Advertising agency,0.0,,,,,25493A,STG,,,,0,,,,,,,"20,204,901.0 Ord/Common Shs.",NBL,,,LGD,,2001-01-19,,,,,14868,,3.252,,,,Pers/Bus/Rep Svc,,36562W,Yes,,,,,,,,2001-01-19,,2001-02-05,AIM,AIM,,,,,,,U.K. Public,,,,United Kingdom,,,0.250,15018,No,1.654,20204901,7.453,7.453,,,,,,,,,,,,,Ord/Common Shs.,3363454,Yes,Yes,15018,20204901,20204901,100,100,No,,Advertising agencies,7311,,,,,,,,,,,,20204901,7.453,,0.242,,,,36562W,0360652,8711,,0,,,,Y,915335.0,915334.0,,,Primary Business not Hi-Tech,7311/7312,,,,,2001-02-05,2001-02-05,,,,,,,,
1084969008,Citibank CC Issuance Trust,2001-02-02,,No,2250,5,,,Special purpose finance sub,Floats,,,Clean up Call,,17314X,US,,,,,,,,,,35,Asset Bkd Certs due '08,,,,C,18264.5,2000-12-29,,,,,,2.250,0.225,,,,Mtg Securities,,172967,,,,,,,,,,,,LUXBG,LUXBG,,,Aaa,,Comb.,Comb.,U.S. Public,Comm. Bank,Non-Mtg. Pass,,United States,,173033,100.000,15013,No,,,2250,2250,,,2008-02-07,,1.25,,,,1.75,0.175,,,Asset Bkd Certs,,,,15013,,,,,,,Special purpose finance company,619B,17314X,,,,,,,,,New York,,,2250,,5.063,,Comb.,Comb.,172967,2297907,6021,,Floa,2001,,,Y,1208439.0,1125640.0,0.125,,Primary Business not Hi-Tech,619B,,,,,2001-03-12,2001-03-12,,,,,,,Credit Card Rec,
1086894081,Fideicomiso de Titularizacion,2001-02-01,,,4.5,,,,Electric utility,Floats,,,Non-callable to,5.1,31580W,US,,,,,,,,,,,Debt due '06,,,,,70,,,,,,,,Market,,,,Electric Service,,31580W,,,,,,,,,,,,COSTA,COSTA,,,NR,,,,Costa Rica Public,,,,Costa Rica,M,,Market,,No,,,4.5,31.5,,,2006-02-01,,,,,,,,,,Debt,,,,,,,,,,,Electric services,4911,31580W,,None,,,,,,,Foreign,,,31.5,,,,,,31580W,,4911,,Floa,2001,,,N,1537853.0,1526149.0,,,Primary Business not Hi-Tech,4911,,,,,,,,,,,,,,
1086897081,Fideicomiso de Titularizacion,2001-02-01,,,4,,,,Electric utility,Floats,,,Non-callable to,10.1,31580W,US,,,,,,,,,,,Debt due '11,,,,,70,,,,,,,,Market,,,,Electric Service,,31580W,,,,,,,,,,,,COSTA,COSTA,,,NR,,,,Costa Rica Public,,,,Costa Rica,M,,Market,,No,,,4,31.5,,,2011-02-01,,,,,,,,,,Debt,,,,,,,,,,,Electric services,4911,31580W,,None,,,,,,,Foreign,,,31.5,,,,,,31580W,,4911,,Floa,2001,,,N,1537854.0,1526149.0,,,Primary Business not Hi-Tech,4911,,,,,,,,,,,,,,
