MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1182851096,Interstar Millenium Series,2001-12-04,,,88.46,,,,Special purpose finance sub,Floats,,,Non-callable un,,46044Y,AU,,,,,,,,,,,Flt Mtg Bkd Nts due '33,,,,ZURN,,,,,,,,,,,,,Mtg Securities,,46076K,,,,,,,,,,,,NONE,NONE,,,NR,,,,Australia Private,Mtg. Banker,Pass-Through,,Australia,,,100.000,15316,No,,,88.46,232.67,,,2033-12-07,,,,,,,,,,Flt Mtg Bkd Nts,,,,15316,,,,,,,Special purpose finance company,619B,46044Y,,None,,,,,,,Foreign,,,232.67,,,,,,99003E,6726300,6311,,Floa,2001,,2,Y,818311.0,818309.0,,,Primary Business not Hi-Tech,619B,,,2003-12-07,2003-12-07,,,,,,,,,Residential Mtg,
1212339009,Prudential Financial Inc,2001-12-12,2001-12-12,,453.75,,,,Provide financial services,,,,,,744320,US,744320102,,,,,,,,,,"16,500,000.0 Ord/Common Shs.",PRU,,New York,PRU,,2001-04-09,,,,,,1.240,4.509,,,,Insurance,,744320,Yes,,,US7443201022,,,,,2001-04-09,,2001-12-12,NYSE,NYSE,,,,,0.250,0.909,Euro Public,,,15573.3,United States,,,27.500,15327,,94.52,16500000,521.813,3478.75,,,,,,,,,0.74,2.69091,,,Ord/Common Shs.,2819118,Yes,Yes,15327,16500000,,,,No,,Life insurance,6311,744320,,,,,,,,,New Jersey,PRU,110000000,3025,,23.529,89000000,0.250,0.909,744320,2819118,6311,,0,2001,,,N,133492.0,133491.0,,,Primary Business not Hi-Tech,6311/6282/6289/6211/6321/6331 /6351,,,,,,,,,,,,,,
1212368009,Aluminum Corp of China Ltd,2001-12-05,2001-12-03,,132.791,,,,"Mnfr,whl alumina,aluminum prod",,,,,,022276,HK,022276109,,,,,,,,,,"750,586,300.0 Cl H Common Stk",ACR,,Hong Kong,,,2001-11-05,,,,,15228,,,,,,Manufacturing,,02226L,Yes,,,US0222761092,,,,,2001-11-05,,2001-12-12,HONGK,HONGK,,,,,,,Euro Public,,,,China,,,1.380,15321,,,515272300,145.946,492.509,,,,,,,,,,,,235314000,Cl H Common Stk,B1WLHY0,Yes,Yes,15321,750586300,,,,No,,Primary production of aluminum,3334,022276,,,,,,Alum Corp Of China,,,Foreign,2600,2588236000,457.903,,,,,,02226L,,3334,02226L,0,2001,,,N,916716.0,916715.0,,,Primary Business not Hi-Tech,3334/3363/3354/3365/3355/3353 /5051/7699,,,,,2001-12-05,2001-12-05,,,,,,,,
1214097095,Promota Hellas SA,2001-12-15,,,7.675,,,,"Mnfr,whl promotional gifts",,,,,,74237V,EUR,,,,,,,,,,,"1,610,000.0 Ord/Common Shs.",PRMT,,Athens,PROM,,2001-06-20,,,15349,,,,,,4.69392,,Manufacturing,,74237V,Yes,,,GRS435001003,,,,,2001-06-20,4.2672,2002-01-09,ATHNS,ATHNS,,,,4.48056,,,Greece Public,,,38.7,Greece,,,5.280,15349,,0.34,1610000,7.675,7.675,5.526,,,,,,,,,,,,Ord/Common Shs.,B0LP1R7,Yes,Yes,15349,1610000,,,,No,,"Manufacturing industries, nec",3999,,,,,,,,,,Foreign,PROM,1610000,7.675,,,1610000,,,74237V,B0LP1R7,3999,,0,2001,,,Y,942020.0,942019.0,,,Primary Business not Hi-Tech,3999/5199,,,,,2001-12-14,2001-12-12,,,,,,,,
1214100095,Juventus Football Club(IFI),2001-12-17,,,16.344,,,,Own and operate sports clubs,,,,,,48221G,EUR,,,,,,,,,,,"4,896,600.0 Ord/Common Shs.",JUVE,,,,,2001-07-01,,,,,2891,0.108,3.25,,,,Leisure,,46522V,Yes,,,IT0000336518,,,,,2001-07-01,,2001-12-20,MILAN,MILAN,,,,,0.022,0.650,Italy Public,,,,Italy,,,3.700,15329,,0.913,2066527,16.344,128.601,,,,,,,,,0.065,1.95,,2830073,Ord/Common Shs.,7264809,Yes,Yes,15329,4896600,,,,No,,Professional sports clubs and promoters,7941,48221G,,,,,,,,,Foreign,,38529000,128.601,,0.531,,0.022,0.650,46522V,BYSLCX9,3711,,0,2001,,,N,946124.0,946123.0,,,Primary Business not Hi-Tech,7941,,,,,2001-12-20,2001-12-10,15506,2002-06-15,1960-06-29,1960-06-29,,,,
1214122095,KPN NV,2001-12-06,,,7.287,,,,Provide telecomunication svcs,,,,,,780641,EUR,,,,,,,,,,,"1,662,309.0 Ord/Common Shs.",KPN,,EuronextAM,KPN,,2001-11-21,,,,,,0.175,4.000,,,,Telephone Commun,,780641,No,,,NL0000009082,,,,,2001-11-21,,2001-12-06,AEX,AEX,,,,,Comb.,Comb.,Netherlands Publi,,,9874.7,Netherlands,,,4.900,15321,,14.802,1662309,7.287,4473,,,,,,,,,,,,,Ord/Common Shs.,5956078,Yes,Yes,15321,1662309,264054255,,,No,,"Telephone communications, except radiotelephone",4813,780641,,,,,,,,,Foreign,KPN,1020408163,4473,,0.291,,Comb.,Comb.,780641,5956078,4813,,0,2001,,,N,937991.0,937990.0,,,Internet Services & Software|Telecommunications Equipment|Cellular Communications|Satellite Communications,4813/4812/4899/7375,,,,,2001-12-06,2001-11-22,15495,2002-06-04,1960-06-29,1960-06-29,,,,
1214144095,Phone Marketing,2001-12-14,,,0.517,,,,Pvd telemarketing svcs,,,,,,71920H,EUR,,,,,,,,,,,"91,500.0 Ord/Common Shs.",PHON,,ParisNouv,MLPHO,,2001-12-10,,,,,,,,,,,Pers/Bus/Rep Svc,,71920H,Yes,,,FR0000044679,,,,,2001-12-10,,2001-12-14,EURML,EURML,,,,,,,France Public,,,10.9,France,,,6.250,15328,,,91500,0.517,0.517,,,,,,,,,,,,,Ord/Common Shs.,7269525,Yes,Yes,15328,91500,,,,No,,"Business services, nec",7389,,,,,,,,,,Foreign,MLPHO,91500,0.517,,,,,,71920H,7269525,7389,,0,2001,,,Y,939731.0,939730.0,,,Primary Business not Hi-Tech,7389,,,,,2001-12-14,2001-12-10,,,,,,,,
1214246009,STMicroelectronics NV,2001-12-10,,,127.993,,,,Semiconductor company,,,,,,861012,EUR,,,,,,,,,,,"4,020,000.0 Ord/Common Shs.",STM,,Euro Paris,STM,,2001-12-10,,,,,9862,0.446,1.4,,,,Manufacturing,,861012,No,,,NL0000226223,,,,,2001-12-10,,2001-12-11,EURPM,EURPM,,,,,0.067,0.210,Euro Public,,,28332.9,Switzerland,,,35.750,15323,,39.231,,147.191,2196.888,,,,,,,,,0.312,0.97986,,4020000,Ord/Common Shs.,5962343,Yes,Yes,15323,4020000,,,,No,,Semiconductors and related devices,3674,861012,,,,,,,,,Foreign,STM,60000000,1910.337,,2.061,69000000,0.067,0.210,861012,5962343,3674,,0.0,2001,,,N,929593.0,929592.0,,,Semiconductors|Other Electronics|Superconductors,3674/3679,,,,,2001-12-10,2001-12-10,15499,2002-03-10,1960-06-29,1960-03-31,,,,
1214431095,Euroconsultants SA,2001-12-12,,,11.727,,,,Pvd consulting services,,,,,,29916R,EUR,,,,,,,,,,,"3,110,000.0 Ord/Common Shs.",EURC,,Athens,EUROC,,2001-12-10,,,15347,,10958,,,,3.28634,,Pers/Bus/Rep Svc,,29916R,Yes,,,GRS094830544,,,,,2001-12-10,,2002-01-07,ATHNS,ATHNS,,,,3.28634,,,Greece Public,,,,Greece,,,4.200,15347,,0.514,600000,11.727,11.727,10.63,,,,,,,,,,,2510000,Ord/Common Shs.,7409075,Yes,No,15347,3110000,,,,No,,"Business consulting services, nec",8748,,,,,,,,,,Foreign,EUROC,3110000,11.727,,,630000,,,29916R,7409075,8748,,0,2001,,,Y,947398.0,947397.0,,,Primary Business not Hi-Tech,8748/8742,,,,,2001-12-13,2001-12-12,,,,,,,,
1214490095,Credit Agricole SA,2001-12-13,2001-11-30,,1579.805,,,,Bank,,,,,,225313,EUR,,,,,,,,,,,"106,608,000.0 Ord/Common Shs.",CRDA,,,,,2001-11-21,,,,,-14275,0.333,2.250,,,,Commercial Bank,,225313,Yes,,,FR0000045072,,,,,2001-11-21,,2001-12-13,EUPPM,EUPPM,,,,,0.067,0.450,France Public,,,,France,,,16.600,15327,,12.565,,1579.805,3027.975,,,,,,,,,0.2,1.35,,106608000,Ord/Common Shs.,7262610,Yes,Yes,15327,106608000,,,,No,,Banks,6000,225313,,,,,,Rue La Boetie SAS,,,Foreign,,177680000,2633.008,,35.546,,0.067,0.450,225313,7262610,6000,3E6883,0,2001,,,Y,897144.0,897143.0,,,Primary Business not Hi-Tech,6000,,,,,2001-12-13,2001-11-30,15687,2002-06-11,1960-12-31,1960-06-29,,,,
