MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1157109011,C-Bass CDO,2001-03-05,,,22,10.7,,,Special purpose finance co,Floats,,,Non-callable to,33.4,12742Q,US,,,,,,,,,,,Collateral Bds due '34,,,,RDN,,,,,,,,,,,,,Other Finance,,22532B,,,,,,,,,,,,NONE,NONE,,,NR,,,,U.S. Private,Fin. Service,Non-Mtg. Pass,,United States,M,,100.000,15040,No,,,22,289,,,2034-02-01,,,,,No,,,,,Collateral Bds,,,,15040,,,,,,,"Functions related to depository banking, nec",6099,,,,,,,,,,New York,,,289,,,,,,750236,2173911,6351,,Floa,2001,,,N,,1260694.0,,,Primary Business not Hi-Tech,6099/619B,,,,,,,,,,,,,Inv Grade Bonds|High Yield Bonds|Corporate Loans,
1157337008,Impac Secured Assets 2001-2,2001-03-26,,No,2.501,7.2,,,Special Purpose Finance Co,8.000,,,Clean up Call,,45279K,US,45254TFR0,,,,,,,,,1712,8.000% Asset Bkd Certs due '31,,,,,568.8,1996-07-18,,,,,,Market,,,,,REIT,,45272T,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Mtg.Sec.Iss.,Non-Mtg. Pass,,United States,,,Market,15063,No,,,2.554,255.373,,,2031-03-25,,,,,,,,,,Asset Bkd Certs,,,,15063,,,,,,,Real estate investment trusts,6798,45279K,,,,,,,,,California,,,250.071,,,,,,45272T,2884666,2836,,Mark,2001,,,N,1208888.0,1125699.0,,,Primary Business not Hi-Tech,6798/619B,,,,,2001-03-28,2001-03-28,,,,,,,Rev Cred/Home Eq,
1158045021,Michael Page Group(Interim),2001-03-27,2001-02-14,,192.022,,,,Employment agency; holding co,0.0,,,,,69551Q,STG,,,,0,,,,,,,"76,630,437.0 Ord/Common Shs.",,,London,SFN,,2001-02-14,,,,,,,3.500,,3.63325,,Pers/Bus/Rep Svc,,848420,Yes,,,GB0030232317,,,,,2001-02-14,2.76127,2001-03-27,LONDN,LONDN,,,,3.19726,,,U.K. Public,,,939.7,United Kingdom,,,1.750,15067,No,,,220.826,883.303,,,,,,,,,,2.1,,76630437,Ord/Common Shs.,,Yes,Yes,15067,76630437,,,,No,,Employment agencies,7361,,,,,,,Spherion Corp,,,,MPI,306521750,768.09,,7.729,,,,848420,B62M4H0,7363,848420,0,,SFN,,N,914485.0,914484.0,,,Primary Business not Hi-Tech,7361/6719,,,,,2001-04-02,2001-02-13,,,,,,,,
1158053021,Keyworld Investments PLC,2001-03-01,,,1.818,,,,Pvd life insurance svcs,0.0,,,,,49323N,STG,,,,0,,,,,,,"62,500,000.0 Ord/Common Shs.",KWI,,London AIM,KWI,,2001-03-01,,,,,,,,,,,Insurance,,49323N,Yes,,,GB0030177843,,GRANT-THORNTON,Grant Thornton,,2001-03-01,,2001-03-01,AIM,AIM,,,,,,,U.K. Public,,,,United Kingdom,,,0.020,15042,No,,62500000,1.818,1.818,,,,,,,,,,,,,Ord/Common Shs.,B0ZL4F0,Yes,Yes,15042,62500000,,,,No,,Life insurance,6311,,,,,,,,,,,KWI,62500000,1.818,,,,,,49323N,B0ZL4F0,6311,,0,,,,Y,918084.0,918083.0,,,Primary Business not Hi-Tech,6311/6321,,,,,2001-03-02,2001-03-02,,,,,,,,
1158157001,Federal Home Loan Banks,2001-03-19,,No,25,,,75,Federal credit agency,5.000,,,Non-callable to,1.9,313388,US,3133MD6M0,,,,,,,,,,5.000% Bonds due '03,,,,,,,,,,,,Market,Market,,,,Fedl Credit Agcy,,313388,,,,US3133MD6M09,,,,,,,,OTC,OTC,,,NR,,Comp.,Comp.,U.S. Public,,,,United States,M,,Market,15056,No,,,25.106,210.675,,,2003-02-14,,,,,,,,,,Bonds,,,,15056,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,210,,,,Comp.,Comp.,313388,,6019,,Mark,2001,,,N,1488937.0,1387447.0,,,Primary Business not Hi-Tech,6019,,,,,2001-03-23,2001-03-23,,,,,,,,
1158507021,Cluff Mining PLC,2001-03-28,,,4.544,,,,Gold mining,0,,,,,18952M,STG,,,,0,,,,,,,"2,228,873.0 Ord/Common Shs.",RDG,,London AIM,CLU,,2001-02-19,,,,,,,,,,,Natural Resource,,18952M,No,,,,,,,,2001-02-19,,2001-03-28,AIM,AIM,,,,,,,U.K. Public,,,24.2,United Kingdom,,,1.420,15069,No,,2228873,4.544,4.544,,,,,,,,,,,,,Ord/Common Shs.,0487108,Yes,Yes,15069,2228873,,,,No,,Iron ores,1011,,,,,,,,,,,CLU,2228873,4.576,,,,,,18952M,0487108,1011,,0,,,,Y,919201.0,919200.0,,,Primary Business not Hi-Tech,1011/1041,,,,,,,,,,,,,,
1159333021,Cybit Holdings PLC,2001-03-09,,,4.42,,,,"Pvd telematic,online svcs",0.0,,,,,23477R,STG,,,,0,,,,,,,"86,000,000.0 Ord/Common Shs.",,,London,CYH,,2001-03-02,,,,,14559,,,,,,Radio/TV/Telecom,,23477R,Yes,,,,,,,,2001-03-02,,2001-03-16,AIM,AIM,,,,,,,U.K. Public,,,,United Kingdom,,,0.035,15055,No,,86000000,4.42,4.42,,,,,,,,,,,,,Ord/Common Shs.,,Yes,No,15055,86000000,,,,No,,"Communications services, nec",4899,,,,,,,,,,,CYH,86000000,4.42,,,,,,23477R,,4899,,0,,,,Y,919450.0,919449.0,,,Internet Services & Software,4899/7375/7379/7372,,,,,2001-03-09,2001-03-09,,,,,,,,
1159697021,Sitka Health Fund Vct PLC,2001-03-19,,,3.535,,,,Financial Sponsor,0,,,,,29749L,STG,,,,0,,,,,,,"2,480,000.0 Ord/Common Shs.",PHV,,,,,2001-02-13,,,,,,,2.25,,,,Other Finance,,83027V,Yes,,,,,,,,2001-02-13,,2001-03-19,LONDN,LONDN,,,,,,,U.K. Public,,,,United Kingdom,,,1.000,15060,No,0.746,2480000,3.535,3.535,,,,,,,,,,,,,Ord/Common Shs.,3019939,Yes,Yes,15060,2480000,,,,No,,"Investors, nec",6799,,,,,,,,,,,,2480000,3.535,,0.08,,,,83027V,,6799,,0,,,,Y,919649.0,919648.0,,,Primary Business not Hi-Tech,6799,,,,,,,,,,,,,,
1159837011,Dollar Thrifty Automotive Grp,2001-03-01,,,350,5,,,Pvd passenger car rental svcs,Floats,,,Non-callable to,6.4,256743,US,,,,,,,,,,,Flt Ast-Bkd Cts due '07,,,New York,DTG,,,,,,,13822,,,,,,Pers/Bus/Rep Svc,,256743,,,,,,,,,,,,NONE,NONE,,,Aaa,,,,U.S. Private,Equip Lessor,Non-Mtg. Pass,,United States,M,,100.000,15040,No,,,350,350,,,2007-06-25,,,,,No,,,,,Flt Ast-Bkd Cts,2134208,,,15040,,,,,,,Passenger car rental,7514,,,,,,,,,,Oklahoma,DTG,,350,,,,,,256743,2134208,7514,,Floa,2001,,,Y,,1258798.0,,,Primary Business not Hi-Tech,7514/4119/6719,,,,,,,,,,,,,Equip. Leases,
1159929006,"Allmerica Global Funding, LLC.",2001-03-29,,,249.69,,,,Special purpose finance sub,6.000,,,Non-callable to,10.1,01976N,STG,,,,,,,,,,,6.000% Fxd/Straight Bd due '11,,,,,,,,2002-04-12,,,,4.994,0.35,,,,Mtg Securities,,01976N,,,,,,,,,,,,LUXBG,LUXBG,,,NR,,,,Euro Public,,,,United States,M,,99.34,15077,No,,,248.042,248.042,,,2011-04-12,,,,,,2.14,0.15,,,Fxd/Straight Bd,,,,15077,,,,,,,Special purpose finance company,619B,,,None,,,,,,,Unknown,,,249.69,,0.874,,,,01976N,,619B,,6.08,2001,,,Y,919864.0,919863.0,,,Primary Business not Hi-Tech,619B,,,,,,,,,,,,,,
1159938006,"Caixa Geral de Depositos,Paris",2001-03-22,,,133.08,,,,Foreign bank branch,Varies,,,Non-callable to,10.1,1280GM,EUR,,,,,,,,,,,Var Rate Notes due '11,,,,,,,,2002-03-22,,,,,,,,,Commercial Bank,,1280GD,,,,,,,,,,,,LUXBG,LUXBG,,,Aa3,,,,Euro Public,,,,France,M,,94.0,15056,No,,,125.095,125.095,,,2011-03-22,,,,,,,,,,Var Rate Notes,,,,15056,,,,,,,Banks,6000,,,None,,,,,,,Foreign,,,133.08,,,,,,1280GD,,6000,,Vari,2001,,,Y,919766.0,918358.0,,,Primary Business not Hi-Tech,6000,,,,,,,,,,,,,,
1160163002,Hemosol Inc,2001-03-01,2001-02-28,Yes,39.949,,,,Biotechnology company,,,,,,42369K,US,42369K102,,,,,,,,,43,"4,550,000.0 Common Shares",OTROQ,,Nasdaq,HMSL,,2001-01-17,,,,,,0.57,6.4920,,,,Manufacturing,,42369K,Yes,7350,2001-03-01,CA42369K1021,,,,,2001-01-17,,2001-03-01,NASDQ,NASDQ,,,,,0.120,1.367,U.S. Public,,,301.9,Canada,,,8.78,15040,,0.7,4550000,45.941,67.452,,,,15060,0.1,,,,0.34,3.87244,,,Common Shares,B0BFSK9,Yes,Yes,15040,4550000,,,,No,7000000,"Biological products, except diagnostic substances",2836,42369K,,,,,,,,,Foreign,HMSL,7000000,61.46,,2.983,7000000,0.110,1.253,42369K,B0BFSK9,2836,,0.0,2001,,,Y,1096222.0,1071444.0,1.139,,Other Biotechnology|Research & Development Firm,2836/8731/8733/8071,,,,,,,15155,2001-06-29,1960-04-30,1960-04-30,1686-03-18,1686-03-18,,
1160289006,KFW International Finance,2001-03-01,,,1000,,,66,Government agencies,5.250,,,Non-callable to,4.1,48212K,US,,,,,,,,,,,5.250% Fxd/Straight Bd due '05,,,,,,,,2002-03-09,,,,1.0,0.1,,,,National Agency,,500769,,,,,,,,,,,,LUXBG,LUXBG,,,Aaa,,,,Euro Public,,,,Luxembourg,M,,99.49,15043,No,,,994.9,994.9,,,2005-03-09,,,,,,0.5,0.05,,,Fxd/Straight Bd,,,,15043,,,,,,,National government agency,999B,,,None,,,,,,,Foreign,,,1000,,1,,,,374136,,999A,,5.39,2001,,,Y,920033.0,920032.0,,,Primary Business not Hi-Tech,999B,,,,,,,,,,,,,,
1160290006,RMF 21-2 Corp,2001-03-01,,,102.655,,,,Pvd financial svcs,Floats,,,Non-callable to,33.2,75164Z,Y,,,,,,,,,,,Mtg Bkd Bonds due '33,,,,8318,,,,2001-04-08,,,,,,,,,Investment Bank,,793774,,,,,,,,,,,,LUXBG,LUXBG,,,Aaa,,,,Euro Public,Fin. Service,Pass-Through,,Cayman Islands,M,793774,100.0,15042,No,,,102.655,168.367,,,2033-12-08,,,,,,,,,,Mtg Bkd Bonds,,,,15042,,,,,,,Investment advice,6282,75164Z,,None,,,,,,,Foreign,,,168.367,,,,,,865601,6563024,6000,,Floa,2001,,,Y,920042.0,920041.0,,,Primary Business not Hi-Tech,6282/6289,2008-12-01,2008-01-01,,,,,,,,,,,Residential Mtg,
1160294006,Adecco Financial Services,2001-03-01,,,348.45,,,,Employment agency,6.000,,,Non-callable to,5.1,00674Y,EUR,,,,,,,,,,,6.000% Fxd/Straight Bd due '06,,,,ADO,,,,2002-03-15,,,,17.422,1.875,006754,,,Pers/Bus/Rep Svc,,006754,,,,XS0126005429,,,,,,,,LUXBG,LUXBG,,,Baa2,,,,Euro Public,,,,Bermuda,M,,100.986,15049,No,,,351.886,351.886,,,2006-03-15,,,,,,13.938,1.5,,,Fxd/Straight Bd,,,,15049,,,,,,,Employment agencies,7361,,,None,,,,,,,Foreign,,,348.45,,6.533,,,,006754,7110720,7361,,5.77,2001,,,Y,920062.0,920061.0,,,Primary Business not Hi-Tech,7361,,,,,,,,,,,,,,
1160295006,Dresdner Bank AG,2001-03-01,,,25.13,,,,Bank,11.000,,,Non-callable to,10.1,261561,PZ,,,,,,,,,,,11.000% Fxd/Straight Bd due '11,DRB5,,Bremen,DRSD,,,,2002-03-16,,,,3.77,1.500,,,,Commercial Bank,,261561,,,,,,,,,,,,LUXBG,LUXBG,,,Aa3,,,,Euro Public,,,,Germany,M,,100.900,15050,No,,,25.356,25.356,,,2011-03-16,,,,,,3.016,1.2,,,Fxd/Straight Bd,5801628,,,15050,,,,,,,Banks,6000,,,None,,,,,,,Foreign,DRSD,,25.13,,0.377,,,,261561,5801628,6000,,10.8,2001,,,Y,920064.0,920063.0,,,Primary Business not Hi-Tech,6000,,,,,,,,,,,,,,
1160296006,Abbey National Treasury Svcs,2001-03-01,,,278.76,,,30,Bank (foreign),4.625,,,Non-callable to,3,00279T,EUR,,,,,,,,,,,4.625% Fxd/Straight Bd due '04,,,,ANBS,,,,2002-03-16,,,10616,12.893,1.388,002920,,,Commercial Bank,,002920,,,,,,,,,,,,LONDN,LONDN,,,Aa2,,,,Euro Public,,,,United Kingdom,M,,101.054,15050,No,,,281.697,281.697,,,2004-03-16,,,,,,11.034,1.1875,,,Fxd/Straight Bd,,,,15050,,,,,,,Banks,6000,,,None,,,,,,,Foreign,,,278.76,,3.868,,,,002920,5705946,6000,,4.24,2001,,,Y,920066.0,920065.0,,,Primary Business not Hi-Tech,6000,,,,,,,,,,,,,,
1160297006,European Bk For Reconstr &,2001-03-01,,,25.13,,,,"Supranational agency,bank",16.000,,,Non-callable to,1,29890L,PZ,29874QAU8,,,,,,,,,,16.000% Fxd/Straight Bd due '02,,,,,,,,2002-03-15,,,11323,2.513,1.0,,,,Non-Gov't Agency,,29890L,,,,XS0125992429,,,,,,,,LONDN,LONDN,,,Aaa,,,,Euro Public,,,,United Kingdom,M,,100.30,15049,No,,,25.205,25.205,,,2002-03-15,,,,,,2.262,0.9,,,Fxd/Straight Bd,,,,15049,,,,,,,Non-government agency,999G,,,None,,,,,,,Foreign,,,25.13,,0.251,,,,29890L,,999G,,15.6,2001,,,Y,920076.0,920075.0,,,Primary Business not Hi-Tech,999G/6000,,,,,,,,,,,,,,
1160298006,Deutsche Bank AG,2001-03-01,,,18.584,,,,Provide banking and financial services,4.500,,,Non-callable to,2,251525,EUR,,,,,,,,,,,4.500% Fxd/Straight Bd due '03,DBK,,Frankfurt,DBKG,,,,2002-03-12,,,,,,,,,Commercial Bank,,251525,,,,,,,,,,,,LONDN,LONDN,,,Aa3,,,,Euro Public,,,,Germany,M,,99.953,15046,No,,,18.575,18.575,,,2003-03-12,,,,,,,,,,Fxd/Straight Bd,5750355,,,15046,,,,,,,Banks,6000,,,None,,,,,,,Foreign,DBKG,,18.584,,,,,,251525,5750355,6000,,4.52,2001,,,Y,920080.0,920079.0,,,Primary Business not Hi-Tech,6000/6282/6289,,,,,,,,,,,,,,
