MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1001732002,Vitech America Inc,2000-06-26,2000-06-21,Yes,15.75,,,,Manufacture computer products,,,,,,928489,US,928489103,,,,,,,,,56,"3,000,000.0 Common Shares",DRWN,,Nasdaq,VTCH,28.4,2000-05-01,,,,,12228,,,,6.4375,,Manufacturing,,928489,No,,1996-11-01,US9284891036,,,,,2000-05-01,6.4375,2000-06-26,NASDQ,NASDQ,,,,6.4375,,,U.S. Public,,,101.6,United States,,,5.250,14790,,0.01,3000000,15.75,15.75,,,,14812,,,,,,,7590,,Common Shares,B4TZQH2,Yes,Yes,14790,3000000,,,,No,4416961,Electronic computers,3571,,,,,,,,,,Florida,VTCH,3000000,15.75,28.434,,4416961,,,928489,B4TZQH2,3571,,0.0,2000,,,Y,1043283.0,1042859.0,,,Micro-Computers(PCs)|Other Peripherals|Other Electronics,3571/3572/3577,,,,,,,14877,2000-09-24,1960-03-31,1960-03-31,1686-03-18,1686-03-18,,
1008824105,Green House Co Ltd,2000-06-06,,,1.418,,,,Pvd food catering svcs,2.300,,,Non-callable to,5.1,39302R,Y,,,,,,,,,,,2.300% Bond w/Warrants due '05,,,Jasdaq,9689,,,,2000-12-22,,,,0.189,2.0,,,,Restaurant/Hotel,2000-12-22,39302R,,,,,,,,,,,,JPOTC,JPOTC,,,NR,,,,Japanese Private,,,,Japan,M,,107.000,14783,No,,,1.517,1.517,,,2005-06-22,,,,,,,,,,Bond w/Warrants,6388067,,,14783,,,,,,,Eating places,5812,,,None,,,,,,,Foreign,9689,,1.418,,0.028,,0.18,2.0,39302R,6388067,5812,,0.86,2000,,,Y,1013963.0,997493.0,,,Primary Business not Hi-Tech,5812,2022-12-01,2022-06-01,,,2000-06-21,2000-05-22,,,,,,,,
1010419008,Saxon Asset Sec. 2000-2,2000-06-01,,No,124.17,0.9,,,Provide non-banking fin svcs,Varies,,,Clean up Call,,80558N,US,,,,,,,,,,258,Asset Bkd Certs due '15,,,,D,2500,1999-09-17,,,,,,Market,,,,,Credit Inst.,,80556S,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Fin. Service,Non-Mtg. Pass,,United States,,,Market,14775,No,,,124.17,725.57,,,2015-05-25,,,,,,,,,,Asset Bkd Certs,,,,14775,,,,,,,Personal credit institutions,6141,80558N,,,,,,,,,Unknown,,,725.57,,,,,,25746U,,4911,,Mark,2000,,,N,1205130.0,1125020.0,,,Primary Business not Hi-Tech,6141/619B,,,,,2000-06-15,2000-06-15,,,,,,,Rev Cred/Home Eq,
1010516101,Formosan Rubber Group Inc,2000-06-01,,,14.562,,,,"Mnfr,whl rubber prod",5.580,,,Non-callable to,3,34642V,TW,,,,,,,,,,,5.580% Fxd/Straight Bd due '03,,,Taiwan,2107,,,,2001-06-01,,,1097,,,16712L,,,Manufacturing,,34642V,,,,,,,,,,,,NONE,NONE,,,NR,,,,Taiwan Private,,,,Taiwan,,,100.000,14762,No,,,14.562,14.562,,,2003-06-01,,,,,,,,,,Fxd/Straight Bd,6351597,,,14762,,,,,,,"Fabricated rubber prod, nec",3069,,,None,,,,,,,Foreign,2107,,14.562,,,,,,34642V,6351597,3069,,5.58,2000,,,Y,842080.0,842079.0,,,Primary Business not Hi-Tech,3069/2822/3052/5169,,,,,,,,,,,,,,
1010520101,Yang Ming Marine Transport,2000-06-01,,,9.708,,,,Provide shipping services,5.700,,,Non-callable to,7.1,97983V,TW,,,,,,,,,,,5.700% Fxd/Straight Bd due '07,,,Taiwan,2609,,,,2001-06-01,,,4746,,,,,,Transportation,,97983V,,,,,,,,,,,,NONE,NONE,,,NR,,,,Taiwan Private,,,,Taiwan,,,100.000,14762,No,,,9.708,97.08,,,2007-06-01,,,,,,,,,,Fxd/Straight Bd,6987583,,,14762,,,,,,,Deep sea foreign transportation of freight,4412,97983V,,None,,,,,,,Foreign,2609,,97.08,,,,,,97983V,6987583,4412,,5.70,2000,,,N,842090.0,842089.0,,,Primary Business not Hi-Tech,4412/4225/4499,,,,,,,,,,,,,,
1010521101,Yang Ming Marine Transport,2000-06-01,,,87.372,,,,Provide shipping services,6.090,,,Non-callable to,10.1,97983V,TW,,,,,,,,,,,6.090% Fxd/Straight Bd due '10,,,Taiwan,2609,,,,2001-06-01,,,4746,,,,,,Transportation,,97983V,,,,,,,,,,,,NONE,NONE,,,NR,,,,Taiwan Private,,,,Taiwan,,,100.000,14762,No,,,87.372,97.08,,,2010-06-01,,,,,,,,,,Fxd/Straight Bd,6987583,,,14762,,,,,,,Deep sea foreign transportation of freight,4412,97983V,,None,,,,,,,Foreign,2609,,97.08,,,,,,97983V,6987583,4412,,6.09,2000,,,Y,842091.0,842089.0,,,Primary Business not Hi-Tech,4412/4225/4499,,,,,,,,,,,,,,
1010529101,The Ascott Ltd,2000-06-30,,,57.65,,,,"Pvd ppty dvlp,invest svcs",5.563,,,Non-callable to,5.1,04382F,SG,,,,,,,,,,,5.563% Fxd/Straight Bd due '05,,,Singapore,,,,,2001-01-12,,,,,,,,,Real Estate,,72004A,,,,,,,,,,,,NONE,NONE,,,NR,,,,Singapore Private,,,,Singapore,,,100.000,14803,No,,,57.65,86.475,,,2005-07-12,,,,,,,,,,Fxd/Straight Bd,6837677,,,14803,,,,,,,"Land subdividers and developers, except cemeteries",6552,04382F,,None,,,,,,,Foreign,A07,,86.475,,,,,,83022V,6309303,6799,,5.56,2000,,,Y,842125.0,842124.0,,,Primary Business not Hi-Tech,6552/6798/6531,,,,,,,,,,,,,,
1010530101,The Ascott Ltd,2000-06-30,,,28.825,,,,"Pvd ppty dvlp,invest svcs",Floats,,,Non-callable to,3,04382F,SG,,,,,,,,,,,Float Rate Nts due '03,,,Singapore,,,,,2001-01-12,,,,,,,,,Real Estate,,72004A,,,,,,,,,,,,NONE,NONE,,,NR,,,,Singapore Private,,,,Singapore,,,100.000,14803,No,,,28.825,86.475,,,2003-07-12,,,,,,,,,,Float Rate Nts,6837677,,,14803,,,,,,,"Land subdividers and developers, except cemeteries",6552,04382F,,None,,,,,,,Foreign,A07,,86.475,,,,,,83022V,6309303,6799,,Floa,2000,,,N,842126.0,842124.0,,,Primary Business not Hi-Tech,6552/6798/6531,,,,,,,,,,,,,,
1010531101,Amtek Engineering Ltd,2000-06-30,,,14.413,,,,"Mnfr metal components,prod",3.170,,,Non-callable to,5,03233C,SG,,,,,,,,,,,3.170% Bond w/Warrants due '05,,,Singapore,A11,,,,2001-01-12,,,3653,,,,,,Manufacturing,,03233C,,,,,,,,,,,,NONE,NONE,,,NR,,,,Singapore Private,,,,Singapore,,,100.000,14803,No,,,14.413,14.413,,,2005-06-16,,,,,,,,,,Bond w/Warrants,B4NQZ85,,,14803,,,,,,,"Primary nonferrous metals, except copper, aluminum",3339,,,None,,,,,,,Foreign,A11,,14.413,,,,,,03233C,B4NQZ85,3339,,3.17,2000,,,Y,842134.0,842133.0,,,Primary Business not Hi-Tech,3339/3499/3449,,,,,,,,,,,,,,
1010860021,Business Systems Group Ltd,2000-06-28,,,38.677,,,,Pvd info tech svcs,0.0,,,,,12332H,STG,,,,0,,,,,,,"21,500,000.0 Ord/Common Shs.",,,London AIM,BSG,,2000-06-28,,,,,9862,,,,,,Pers/Bus/Rep Svc,,12332H,Yes,,,GB0008222043,,,,,2000-06-28,,2000-06-28,AIM,AIM,,,,,,,U.K. Public,,,,United Kingdom,,,1.190,14794,No,,21500000,38.677,38.677,,,,,,,,,,,,,Ord/Common Shs.,,Yes,Yes,14794,21500000,,,,No,,Computer facilities management services,7376,,,,,,,,,,,BSG,21500000,38.677,,,,,,12332H,,7376,,0,,,,Y,842488.0,842487.0,,,Other Computer Related Svcs|Other Software (inq. Games)|Computer Consulting Services|Data Processing Services,7376/7372/7379/7374,,,,,2000-06-28,2000-06-28,,,,,,,,
