MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1086717021,British Smaller Techology VCT,2001-04-04,,,9.177,,,,Venture Capital Trust,0.0,,,,,11108Z,STG,,,,0,,,,,,,"6,400,000.0 Ord/Common Shs.",BSRW,,London,,,2000-11-28,,,,,,,,,,,Other Finance,,11108Z,Yes,,,,,,,,2000-11-28,,2001-04-04,LONDN,LONDN,,,,,,,U.K. Public,,,,United Kingdom,,,1.000,15077,No,,6400000,9.177,9.177,,,,,,,,,,,,,Ord/Common Shs.,0490731,Yes,Yes,15077,6400000,,,,No,,"Management investment offices, open-end",6722,,,,,,,,,,,,6400000,9.177,,,,,,11108Z,0490731,6722,,0,,,,Y,915940.0,915939.0,,,Primary Business not Hi-Tech,6722,,,,,2001-04-04,2000-11-28,,,,,,,,
1161362006,Inter-American Development Bk,2001-04-19,,,30.44,,,,Economic development agency,4.010,,,Non-callable to,1.5,458182,TW,,,,,,,,,,,4.010% Fxd/Straight Bd due '02,,,Australia,IDB,,,,2002-06-15,,,-365,,,,,,Non-Gov't Agency,,458182,,,,,,,,,,,,TAIWN,TAIWN,,,Aaa,,,,Foreign Public,,,,United States,M,,100.0,15141,No,,,30.44,152.2,,,2002-12-15,,,,,,,,,,Fxd/Straight Bd,,,,15141,,,,,,,Non-government agency,999G,458182,,None,,,,,,,D. of Columbia,IDB,,152.2,,,,,,458182,,999G,,4.01,2001,,,N,920518.0,920517.0,,,Primary Business not Hi-Tech,999G/9611,,,,,,,,,,,,,,
1162557021,Etalentworks Plc,2001-04-10,,,0.824,,,,E-business,0.0,,,,,29776H,STG,,,,0,,,,,,,"2,877,500.0 Ord/Common Shs.",,,London,,,2001-03-02,,,,,,,,,,,Pers/Bus/Rep Svc,,29776H,No,,,,,RCO,,,2001-03-02,,2001-04-10,OFEX,OFEX,,,,,,,U.K. Public,,,,United Kingdom,,,0.200,15082,No,,2877500,0.824,0.824,,,,,,,,,,,,,Ord/Common Shs.,,Yes,Yes,15082,2877500,,,,No,,"Computer related services,nec",7379,,,,,,,,,,,,2877500,0.824,,,,,,29776H,,7379,,0,,,,Y,921170.0,921169.0,,,Computer Consulting Services|Applications Software(Business,7379,,,,,2001-04-10,2001-03-02,,,,,,,,
1164356008,Citicorp Mortgage 2001-5,2001-04-23,,No,50,4,,,Mortgage securities finance co,6.750,,,Clean up Call,,17318C,US,,,,,,,,,,797,6.750% Pass-Thru Certs due '31,,,,C,11782.2,1999-02-16,,,,,,Market,,,,,Mortgage Bank,,172921,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Mtg.Sec.Iss.,Pass-Through,,United States,,172921,Market,15091,No,,,49.675,246.352,,,2031-04-25,,,,,,,,,,Pass-Thru Certs,,,,15091,,,,,,,Mortgage bankers and loan correspondents,6162,17318C,,,,,,,,,New York,,,248.277,,,,,,172967,2297907,6021,,Mark,2001,,,N,1209470.0,1125782.0,,,Primary Business not Hi-Tech,6162/619A,,,,,2001-05-02,2001-05-02,,,,,,,Residential Mtg,
1164358008,Citicorp Mortgage 2001-6,2001-04-24,,No,894.67,3,,,Mortgage securities finance co,6.500,,,Clean up Call,,17318F,US,,,,,,,,,,798,6.500% Pass-Thru Certs due '29,,,,C,11782.2,1999-02-16,,,,,,Market,,,,,Mortgage Bank,,172921,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Mtg.Sec.Iss.,Pass-Through,,United States,,172921,Market,15091,No,,,885.992,1751.318,,,2029-05-25,,,,,,,,,,Pass-Thru Certs,,,,15091,,,,,,,Mortgage bankers and loan correspondents,6162,17318F,,,,,,,,,New York,,,1768.949,,,,,,172967,2297907,6021,,Mark,2001,,,Y,1209476.0,1125775.0,,,Primary Business not Hi-Tech,6162/619A,,,,,2001-05-01,2001-05-01,,,,,,,Residential Mtg,
1164362008,Residential Accredit 2001-QS4,2001-04-24,,No,88.84,3.6,,,Mortgage bankers,6.500,,,Clean up Call,,76173M,US,,,,,,,,,,795,6.500% Asset Bkd Certs due '31,,,,GM,6001,1999-02-19,,,,,,Market,,,,,Mortgage Bank,,76112W,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Fin. Service,Non-Mtg. Pass,,United States,,,Market,15092,No,,,89.258,212.346,,,2031-04-25,,,,,,,,,,Asset Bkd Certs,,,,15092,,,,,,,Mortgage bankers and loan correspondents,6162,76173M,,,,,,,,,New York,,,211.807,,,,,,370442,BYP4ZF4,3711,,Mark,2001,,,Y,1209490.0,1125793.0,,,Primary Business not Hi-Tech,6162/619B,,,,,2001-05-07,2001-05-07,,,,,,,Rev Cred/Home Eq,
1165260008,Residential Funding 2001-S8,2001-04-24,,No,75,3.9,,,Mortgage securities finance co,7.000,,,Clean up Call,,76173R,US,,,,,,,,,,797,7.000% Pass-Thru Certs due '31,,,,GM,12001,1999-02-17,,,,,,Market,,,,,Mortgage Bank,,76110W,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Mtg.Sec.Iss.,Pass-Through,,United States,,76110W,Market,15092,No,,,74.745,256.088,,,2031-04-25,,,,,,,,,,Pass-Thru Certs,,,,15092,,,,,,,Mortgage bankers and loan correspondents,6162,76173R,,,,,,,,,New York,,,257.104,,,,,,370442,BYP4ZF4,3711,,Mark,2001,,,N,1209636.0,1125794.0,,,Primary Business not Hi-Tech,6162/619B,,,,,2001-05-07,2001-05-07,,,,,,,Residential Mtg,
1165342021,RPS Group PLC,2001-04-09,,,43.831,,,,Provide consultancy services,0,,,,,74969A,STG,,,,0,,,,,,,"18,972,502.0 Ord/Common Shs.",RPS,,London,RPS,,2001-02-21,,,15074,,3653,,,,,,Pers/Bus/Rep Svc,,74969A,No,,,,-16.23,,,,2001-02-21,,2001-04-09,LONDN,LONDN,,,,,,,U.K. Public,,,423.3,United Kingdom,,,1.600,15077,No,2.734,18972502,43.831,60.469,2.354,,,,,,,,,,,,Ord/Common Shs.,0759476,Yes,Yes,15077,18972502,18972502,72.485,72.485,No,,"Business consulting services, nec",8748,,,,,,,,,,,RPS,26174488,60.467,,,,,,74969A,0759476,8748,,0,,,,Y,922599.0,922598.0,,,Primary Business not Hi-Tech|Satellite Communications,8748/8711/7389/8999/7299/4899,,,,,2001-04-09,2001-04-09,,,,,,,,
1165344021,Foresight Technology VCT Plc,2001-04-09,,,1.241,,,,Investment fund,0.0,,,,,34554C,STG,,,,0,,,,,,,"859,466.0 Class C Shares",FTV,,,,,2001-02-02,,,,,,,,,,,Investment Fund,,34554C,No,,,,,,,,2001-02-02,,2001-04-09,LONDN,LONDN,,,,,,,U.K. Public,,,37.7,United Kingdom,,,1.000,15081,No,0.564,859466,1.241,1.241,,,,,,,,,,,,,Class C Shares,B68K371,Yes,Yes,15081,859466,,,,No,,"Investment offices, nec",6726,,,,,,,,,,,,859466,1.241,,,,,,34554C,B68K371,6726,,0,,,,Y,922623.0,922622.0,,,Primary Business not Hi-Tech,6726,,,,,,,,,,,,,,
1166144006,Societe Generale Australia Ltd,2001-04-26,,,19.23,,,,Investment bank,Zero,,,Non-callable to,1,83364G,HK,,,,,,,,,,,Zero Cpn Zero Coupon Bnd due '02,,,,GLE,,,,,,,,,,,,,Investment Bank,,83364E,,,,,,,,,,,,NONE,NONE,,,Aa3,,,,Euro Private,,,,Australia,M,,95.59,15095,No,,,18.382,18.382,,,2002-04-30,,,,,,,,,,Zero Coupon Bnd,,,,15095,,,,,,,"Security brokers, dealers, and flotation companies",6211,,,None,,,,,,,Foreign,,,19.23,,,,,,83364E,5966516,6000,,,2001,,,Y,922221.0,922220.0,,,Primary Business not Hi-Tech,6211,,,,,,,,,,,,,,
1166300100,Bintulu Port Sdn Bhd(Malaysia),2001-04-16,,,34.405,,,,"Own,operate port",,,,,,09069T,RG,,,,,,,,,,,"65,383,000.0 Ord/Common Shs.",,,,,,2001-04-16,,,,,,,,,,,Transportation,,09069T,No,,,,,,,,2001-04-16,,2001-04-16,KUALA,KUALA,,,,,0.001,0.250,Malaysia Public,,,,Malaysia,,,2.000,15081,,,26516261,34.405,121.468,,,,,,,,,,,,38866739,Ord/Common Shs.,,Yes,Yes,15081,65383000,,,,No,,Marine cargo handling,4491,09069T,,,,,,Malaysia,,,Foreign,,228784000,121.468,,,,0.009,1.750,09069T,,4491,560904,0,2001,,,N,605753.0,605752.0,,,Primary Business not Hi-Tech,4491,,,,,2001-04-16,2001-04-16,,,,,,,,
1166387021,Rok Property Solutions PLC,2001-04-10,,,3.746,,,,Mnfr commercial bldg,0,,,,,75096A,STG,,,,0,,,,,,,"3,271,161.0 Ord/Common Shs.",ROK,,London,ROK,,2001-02-16,,,,,-7336,,,,,,Construction,,75096A,No,,,,,,,,2001-02-16,,2001-04-10,LONDN,LONDN,,,,,,,U.K. Public,,,17.8,United Kingdom,,,0.800,15082,No,0.287,3271161,3.746,4.993,,,,,,,,,,,,,Ord/Common Shs.,B1WL052,Yes,Yes,15082,3271161,1089162,,,No,,"Nonresidential building construction, nec",1542,,,,,,,,,,,ROK,4360323,4.993,,,,,,75096A,B1WL052,1542,,0,,,,Y,922939.0,922938.0,,,Primary Business not Hi-Tech,1542/1541/1521/1522/1799/1751 /1731/1711/7349,,,,,2001-04-17,2001-04-17,,,,,,,,
