MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1163647101,Star Publications(Malaysia)Bhd,2001-11-30,,,65.75,,,,Publishing company,4.000,,,Non-callable to,4.1,85516F,RG,,,,,,,,,,,4.000% Fxd/Straight Bd due '05,,,Kuala Lump,STAR,,,,2001-06-15,,,4221,,,,,,Manufacturing,,85516F,,,,,,,,,,,,NONE,NONE,,,NR,,,,Malaysia Private,,,,Malaysia,,,100.000,15309,No,,,65.75,65.75,,,2005-12-15,,,,,,,,,,Fxd/Straight Bd,6841571,,,15309,,,,,,,"Newspapers: publishing, or publishing & printing",2711,,,None,,,,,,,Foreign,STAR,,65.75,,,,,,85516F,6841571,2711,,4.00,2001,,,Y,921419.0,921418.0,,,Primary Business not Hi-Tech,2711/2731/2721/2741/5192/8741 /8742/7375,,,,,,,,,,,,,,
1199012091,Solium Capital Inc,2001-11-02,,,1.445,,F,,Pvd financial svcs,,,,,,83425Q,C,83425Q105,,,,,,,,,,"2,300,000.0 Common Shares",SUM,,,,,2001-03-05,,,,,,0.07,7.0,,,,Investment Bank,,83425Q,Yes,,,CA83425Q1054,,,,,2001-03-05,,2001-11-05,NONE,NONE,,,,,,,Can. Public,,,,Canada,,,1.000,,,14.247,2300000,1.445,1.445,,,,,,,,,,,,,Common Shares,2757456,Yes,Yes,,2300000,,,,No,2300000,Investment advice,6282,,,,,,,,,,Foreign,,2300000,1.445,,0.101,2300000,,,83425Q,2757456,6282,,,2001,,,Y,1630702.0,1622221.0,,,Data Processing Services,6282/6289,,,,,,,,,,,,,,
1213690100,Acma Ltd,2001-11-06,,,166.988,,,,Mnf plastic,,,,,,00461A,SG,,,,,,,,,,,"607,340,111.0 Ord/Common Shs.",ACMA,,Singapore,A01,,2001-11-06,,,,,1827,,,,,,Manufacturing,,00461A,No,,,SG1A01000524,,,,,2001-11-06,,2001-11-06,SINGP,SINGP,,,,,,,Singapore Public,,,242,Singapore,,,0.500,15285,,,607340111,166.988,166.988,,,,,,,,,,,,,Ord/Common Shs.,BYMR921,Yes,Yes,15285,607340111,607340111,100,100,No,,Plastics materials and synthetic resins,2821,,,,,,,,,,Foreign,A01,607340111,166.989,,,,,,00461A,BYMR921,2821,,0,2001,,,Y,936751.0,936750.0,,,"Primary Business not Hi-Tech|Networking Systems (LAN,WAN)|Internet Services & Software",2821/5065/1731/3639/5078/5812 /7375/6799,,,,,,,,,,,,,,
1214084095,Swiss Reinsurance Co Ltd,2001-11-14,,,1165.733,,,,Provide reinsurance services,,,,,,870887,SFR,,,,,,,,,,,"11,706,189.0 Ord/Common Shs.",RUKN,,Swiss Exch,RUKN,,2001-10-31,,,,,,,,,,,Insurance,,870887,No,,,CH0012332372,,,,,2001-10-31,,2001-11-15,SWISS,SWISS,,,,,,,Switzerland Publi,,,30821.1,Switzerland,,,165.750,15300,,,11706189,1165.733,2468.239,,,,,,,,,,,,,Ord/Common Shs.,B545MG5,Yes,Yes,15300,11706189,11706189,50.72,50.72,No,,Life insurance,6311,870887,,,,,,,,,Foreign,RUKN,23079806,2298.347,,,,,,870887,B545MG5,6311,,0,2001,,,Y,953239.0,953238.0,,,Primary Business not Hi-Tech,6311/6321/6331/6351/6000,,,,,2001-11-21,2001-09-27,15383,2002-02-12,1960-03-31,1960-03-31,,,,
1214421095,Intracom Constructions SA,2001-11-16,,,19.691,,,,Construction company,,,,,,46150L,EUR,,,,,,,,,,,"6,750,000.0 Ord/Common Shs.",INKA,,Athens,I.ITR,,2001-10-26,,,,,9862,,,,,,Construction,,46117G,Yes,,,,,,,,2001-10-26,,2001-11-29,ATHNS,ATHNS,,,,,,,Greece Public,,,,Greece,,,3.300,15308,,,6750000,19.691,19.691,,,,,,,,,,,,,Ord/Common Shs.,BYXD0G9,Yes,Yes,15308,6750000,,,,No,,"Residential construction, nec",1522,,,,,,,,,,Foreign,INKA,6750000,19.691,,,,,,46117G,BFX3DL2,3661,,0,2001,,,Y,935933.0,935932.0,,,Primary Business not Hi-Tech,1522/1541/1542/1611/1622/1623 /1711/1731/1741/1742/1751/1752 /1761/1771/1799/1629/1521,,,,,2001-11-16,2001-11-13,,,,,,,,
1214426095,Domus AEEX,2001-11-12,,,2.146,,,,Closed-end investment fund,,,,,,25767A,EUR,,,,,,,,,,,"800,000.0 Ord/Common Shs.",,,Athens,,,2001-11-06,,,,,,,,,,,Investment Fund,,25767A,Yes,,,,,,,,2001-11-06,,2001-11-12,ATHNS,ATHNS,,,,,,,Greece Public,,,,Greece,,,3.000,15321,,,800000,2.146,2.146,,,,,,,,,,,,,Ord/Common Shs.,,Yes,Yes,15321,800000,,,,No,,"Investment offices, nec",6726,,,,,,,,,,Foreign,,800000,2.146,,,,,,25767A,,6726,,0,2001,,,Y,940669.0,940668.0,,,Primary Business not Hi-Tech,6726,,,,,2001-11-09,2001-05-31,,,,,,,,
1216497100,Infoasia Teknologi Global Tbk,2001-11-15,,,3.76,,,,Pvd telecommunications svcs,,,,,,46007L,RH,,,,,,,,,,,"200,000,000.0 Ord/Common Shs.",ITG,,Jakarta,IATG,,2001-08-24,,,,,,,,,,,Telephone Commun,,46007L,Yes,,,,,,,,2001-08-24,,2001-11-15,JAK,JAK,,,,,,,Indonesia Public,,,18.8,Indonesia,,,200.000,15294,,,200000000,3.76,3.76,,,,,,,,,,,,,Ord/Common Shs.,6419525,Yes,Yes,15294,200000000,,,,No,,"Telephone communications, except radiotelephone",4813,,,,,,,,,,Foreign,IATG,200000000,3.76,,,,,,46007L,6419525,4813,,0,2001,,,Y,952177.0,952176.0,,,Cellular Communications,4813/4812/4899,,,,,2001-11-15,2001-11-15,,,,,,,,
1219430100,Kuantan Flour Mills Bhd,2001-11-09,,,4.352,,,,Flour Milling,,,,,,50116H,RG,,,,,,,,,,,"15,757,800.0 Ord/Common Shs.",KFMB,,Kuala Lump,KFMB,,2001-09-05,,,,,8898,,,,,,Manufacturing,,50116H,No,,,MYL8303OO009,,,,,2001-09-05,,2001-11-09,KUALA,KUALA,,,,,,,Malaysia Public,,,11.9,Malaysia,,,1.050,15288,,0.126,15757800,4.352,4.352,,,,,,,,,,,,,Ord/Common Shs.,6495150,Yes,Yes,15288,15757800,15757800,100,100,No,,Flour and other grain mill products,2041,,,,,,,,,,Foreign,KFMB,15757800,4.352,,,,,,50116H,6495150,2041,,0,2001,,,Y,957898.0,957897.0,,,Primary Business not Hi-Tech,2041/2045/5149/2051,,,,,,,,,,,,,,
1225625100,Multi Agro Persada Tbk,2001-11-13,,,2.637,,,,Mnfr fiber optic cables,,,,,,62529H,RH,,,,,,,,,,,"28,050,000.0 Ord/Common Shs.",TRA,,Jakarta,,,2001-10-08,,,,,,,,,,,Manufacturing,,68290P,No,,,ID1000063803,,,,,2001-10-08,,2001-11-13,JAK,JAK,,,,,,,Indonesia Public,,,5.3,Indonesia,,,"1,000.000",15292,,,28050000,2.637,2.637,,,,,,,,,,,,,Ord/Common Shs.,6900795,Yes,Yes,15292,28050000,28050000,100,100,No,,Drawing and insulating of nonferrous wire,3357,,,,,,,,,,Foreign,TRPK,28050000,2.637,,,,,,68290P,,6799,,0,2001,,,Y,961941.0,961940.0,,,Primary Business not Hi-Tech,3357,,,,,2001-11-30,2001-11-30,,,,,,,,
1228823100,FACB Resorts Bhd,2001-11-06,,,116.545,,,,"Own,op hotels,resorts",,,,,,30354T,RG,,,,,,,,,,,"886,270,535.0 Ord/Common Shs.",FLOP,,Kuala Lump,FACBRE,,2001-10-12,,,,,2190,,,,,,Restaurant/Hotel,,30354T,No,,,MYL3115OO002,,,,,2001-10-12,,2001-11-06,KUALA,KUALA,,,,,,,Malaysia Public,,,250,Malaysia,,,0.500,15285,,0.016,886270535,116.545,116.545,,,,,,,,,,,,,Ord/Common Shs.,6339247,Yes,Yes,15285,886270535,886270535,100,100,No,,Hotels and motels,7011,,,,,,,,,,Foreign,FACBRE,886270535,116.544,,,,,,30354T,6339247,7011,,0,2001,,,Y,928721.0,928720.0,,,Primary Business not Hi-Tech,7011,,,,,,,,,,,,,,
1228831095,Olivetti Solutions SpA,2001-11-23,,,1309.058,,,,Pvd information technology svc,,,,,,68138J,EUR,,,,,,,,,,,1491123713.0 Ord/Common Shs.,,,,OLIV,,2001-10-15,,,,,,,,,,,Pers/Bus/Rep Svc,,681062,No,,,,,LAZARD,,,2001-10-15,,2001-11-23,MILAN,MILAN,,,,,,,Italy Public,,,,Italy,,,1.000,15312,,,1491123713,1309.058,1309.058,,,,,,,,,,,,,Ord/Common Shs.,,Yes,Yes,15312,1491123713,1491123713,100,100,No,,Computer integrated systems design,7373,,,,,,,,,,Foreign,,1491123713,1309.058,,,,,,681062,7634394,4812,,0,2001,,,Y,964406.0,964405.0,,,"Networking Systems (LAN,WAN)|Other Computer Related Svcs",7373/7379,,,,,,,,,,,,,,
