MASTER_DEAL_NO,NINAMES,MASTER_DEAL_DATE,AMENDDATE,AMENDED,PRINCIPALAMOUNT,AVGLIFE,BFO,BPSPREAD,BUSINESSS,COUPON,CALLPRICE,CALLPREMIUM,CALLTYPELONG,CALLYEARS,CUSIP,CURRENCY,CUSIP9,CVTDATE,CVTENDDATE,CVTPRICE,CVTPREMIUM,CVTSHARES,POSTPONED_DATE,WITHDRAWN_DATE2,WITHDRAWN_DATE,DAYSINREGISTRATION,DESCRIPTION,DS_TICKER,EXPECTEDDATE,EXCHANGE,UPTICKER,FILEAMOUNT,FILINGDATE,FINALMATURITY_YYYY,FIRST_COUPON_DATE,FIRSTRADEDATE,FINALMATURITY,FOUNDED,GROSS,GROSSPERCENT,GTRCUSIP,HIGHFILEPRICE,INITDIVDATE,INDUSTRY,INITIAL_COUPON_DATE,IP,IPO,IPO_TO_PRESENT,IPODATE,ISIN,ISSUE_DISCOUNT,ISSUEADVISOR,ISSUEADVISORLONG,LASTSALEDATE,LAUNCH_DATE,LOWFILEPRICE,LISTING_DATE,LISTIPO,LISTMAIN,MATURITY,MATURITY_YYYY,MOODY,MIDFILEPRICE,MGTFEE,MGTFEEPERCENT,MARKET,MTGISSUERTYPE,MORTGAGETYPE,MKTVALUEPF,NATION,calldate,ORIGINATOR,OFFERPRIC,PAYMENTDATE,PERPETUAL,PRICECURRENT,PRIMARYSHARES,PROCEEDSOVERSOLD,RANK1_OVERALLOT_TOTDOLAMTPR,PRICESAMEDAY,PUTDATE,QMATURITY,QUIET_PERIOD,REALLOW,REGISTRATION_STATUS,REGISTRATION_STATUS_LONG,REGRIGHTS,SELLCONC,SELLCONCPERCENT,SECREGF,SECONSHARES,SECURITY,SEDOL_INT,SELL_SHRHLDR_ELIG,SELL_SHRHLDR_ELIG_FLAG_YN,SETTLEMENT_DATE,SHARES,SH_SHAREHOLDERS,SHAREHOLDER_TAKE_UP_PCT,SHAREHOLDER_TAKE_UP_PCT_ALL,SHAREHOLDER_UNDISCLOSED,SHARESFILED,SICDESC,SICP,SIMOFFCUS,SINKEND,SINKPCT,SINKSTART,SINKTOTAL,SP,SPINNINAMES,SPINAFTER,SPINBEFORE,STATE,TICKER,TOTAL,TOTDOLAMT,TOTDOLAMTFILED,TOTGROSSMIL,TOTALSHARESFILED,UNDFEE,UNDFEEPERCENT,UPCUSIP,UPSEDOL,UPSICP,SPINCUSIP,YIELD,YEAR,SPINTICKER,YEARSTOPAR,MAIN_TRANCHE,TRANCHE_ID,PACKAGE_ID,REALLOWPERCENT,ALLOT_CUSIP,HIGHTECH,SIC_PRINT,MAX_COUPON_PAYMENT_DATE,MIN_COUPON_PAYMENT_DATE,MAX_CS_CALLDATE,MIN_CS_CALLDATE,MAX_EVENT_HISTORY_DATE,MIN_EVENT_HISTORY_DATE,MAX_LOCK_DATE,MIN_LOCK_DATE,MAX_LOCKUP_DAYS,MIN_LOCKUP_DAYS,MAX_DAYS_LEFT,MIN_DAYS_LEFT,ASSETTYPE_PRINT,MAX_LOC_DATE
1049885008,Government National Mortgage,2000-10-23,,No,20.184,1.9,,,Government sponsored agency,7.500,,,Clean up Call,,383736,US,3837H43K9,,,,,,,,,,7.500% Pass-Thru Certs due '28,,,,,,,,,,,,Market,,,,,Fedl Credit Agcy,,383736,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Agency,Pass-Through,,United States,,,Market,14913,No,,,20.184,250,,,2028-05-25,,,,,,,,,,Pass-Thru Certs,,,,14913,,,,,,,Federal and federally-sponsored credit agencies,6111,383736,,,,,,,,,D. of Columbia,,,250,,,,,,383736,,6111,,Mark,2000,,,N,1206848.0,1125500.0,,,Primary Business not Hi-Tech,6111,,,,,2001-01-05,2001-01-05,,,,,,,GNMA,
1050528008,Financial Asset Sec 2000-FF1,2000-10-13,,No,462.026,,,,Mortgage sec finance sub,Floats,,,Non-callable to,30.4,32028L,US,,,,,,,,,,429,Asset Bkd Certs due '30,,,,RBOS,2000,1999-08-11,,,,,,,,,,,Mtg Securities,,31738G,,,,,,,,,,,,OTC,OTC,,,Aaa,,,,U.S. Public,Mtg.Sec.Iss.,Non-Mtg. Pass,,United States,M,,100.000,14913,No,,,462.026,491.675,,,2030-10-25,,,,,,,,,,Asset Bkd Certs,,,,14913,,,,,,,Mortgage securities finance company,619A,32028L,,,,,,,,,California,,,491.675,,,,,,780097,BM8PJY7,6000,,Floa,2000,,,Y,1206886.0,1125382.0,,,Primary Business not Hi-Tech,619A/619B,,,,,,,,,,,,,Rev Cred/Home Eq,
1050531008,Financial Asset Sec 2000-FF1,2000-10-13,,No,22.236,4.2,,,Mortgage sec finance sub,Floats,,,Non-callable to,30.4,32028L,US,,,,,,,,,,429,Asset Bkd Certs due '30,,,,RBOS,2000,1999-08-11,,,,,,Market,,,,,Mtg Securities,,31738G,,,,,,,,,,,,OTC,OTC,,,Aa1,,,,U.S. Public,Mtg.Sec.Iss.,Non-Mtg. Pass,,United States,M,,Market,14913,No,,,22.236,491.675,,,2030-10-25,,,,,,,,,,Asset Bkd Certs,,,,14913,,,,,,,Mortgage securities finance company,619A,32028L,,,,,,,,,California,,,491.675,,,,,,780097,BM8PJY7,6000,,Floa,2000,,,N,1206887.0,1125382.0,,,Primary Business not Hi-Tech,619A/619B,,,,,,,,,,,,,Rev Cred/Home Eq,
1050534008,Financial Asset Sec 2000-FF1,2000-10-13,,No,7.413,,,,Mortgage sec finance sub,Floats,,,Non-callable to,30.4,32028L,US,,,,,,,,,,429,Asset Bkd Certs due '30,,,,RBOS,2000,1999-08-11,,,,,,Market,,,,,Mtg Securities,,31738G,,,,,,,,,,,,OTC,OTC,,,A1,,,,U.S. Public,Mtg.Sec.Iss.,Non-Mtg. Pass,,United States,M,,Market,14913,No,,,7.413,491.675,,,2030-10-25,,,,,,,,,,Asset Bkd Certs,,,,14913,,,,,,,Mortgage securities finance company,619A,32028L,,,,,,,,,California,,,491.675,,,,,,780097,BM8PJY7,6000,,Floa,2000,,,N,1206888.0,1125382.0,,,Primary Business not Hi-Tech,619A/619B,,,,,,,,,,,,,Rev Cred/Home Eq,
1050779105,Sony Corp,2000-10-05,,,109.692,,,,"Mnfr,whl teleision,audio prod",1.550,,,Non-callable to,6.1,835699,Y,,,,,,,,,,,1.550% Bond w/Warrants due '06,,,Tokyo 1,6758,,,,2001-04-19,,,-4987,0.032,0.35,,,,Manufacturing,2001-04-19,835699,,,,,,,,,,,,NONE,NONE,,,Aa3,,,,Japanese Private,,,,Japan,M,,113.000,14902,No,,,123.952,123.952,,,2006-10-19,,,,,,,,,,Bond w/Warrants,6821506,,,14902,,,,,,,Household audio and video equipment,3651,,,None,,,,,,,Foreign,6758,,109.692,,0.384,,,,835699,6821506,3651,,,2000,,,Y,1014174.0,997704.0,,,Other Electronics,3651/3663/3577/3944/3652/7812 /6141/7359/5065/5064/6411/6289 /6282/6211,2019-10-01,2019-04-01,,,2000-10-05,2000-09-27,,,,,,,,
1050783021,nCipher PLC,2000-10-16,,,81.401,,,,Dvlp Internet sec software,0,,,,,63946Y,STG,,,,0,,,,,,,"20,449,230.0 Ord/Common Shs.",NCH,,London,NCH,,2000-10-02,,,,,13209,,4.75,,4.03508,,Pers/Bus/Rep Svc,,63946Y,Yes,,,,,,,,2000-10-02,3.44816,2000-10-16,LONDN,LONDN,,,,3.74162,,,U.K. Public,,,504.5,United Kingdom,,,2.750,14902,No,,20449230,81.401,135.668,,,,,,,,,,,,,Ord/Common Shs.,3247547,Yes,Yes,14902,20449230,,,,No,,Prepackaged Software,7372,,,,,,,,,,,NCH,34082050,135.677,,3.867,,,,63946Y,3247547,7372,,0,,,,Y,890366.0,890365.0,,,Other Software (inq. Games)|Other Computer Related Svcs,7372/7375/7379,,,,,2000-10-17,2000-10-02,,,,,,,,
1051194008,Wells Fargo MBS 2000-10,2000-10-19,,No,118.696,3.5,,,Mortgage securities finance co,7.000,,,Clean up Call,,94980M,US,,,,,,,,,,742,7.000% Pass-Thru Certs due '30,,,,WFC,15000,1998-10-08,,,,,,Market,,,,,Mortgage Bank,,66946V,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,Comm. Bank,Pass-Through,,United States,,,Market,14913,No,,,114.874,168.619,,,2030-10-25,,,,,,,,,,Pass-Thru Certs,,,,14913,,,,,,,Mortgage bankers and loan correspondents,6162,94980M,,,,,,,,,Maryland,,,174.428,,,,,,949746,2649100,6021,,Mark,2000,,,Y,1206954.0,1125292.0,,,Primary Business not Hi-Tech,6162/619B,,,,,2000-10-25,2000-10-25,,,,,,,Residential Mtg,
1051935001,Federal Home Loan Banks,2000-10-02,,No,20,,,210,Federal credit agency,8.000,100,,Non-callable un,0.5,313388,US,,,,,,,,,,,8.000% Debentures due '15,,,,,,,,,,,,2.500,0.250,,,,Fedl Credit Agcy,,313388,,,,,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2001-04-16,,100.000,14899,No,,,20,20,,,2015-10-16,,,,,,2.5,0.25,,,Debentures,,,,14899,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,20,,0.05,,Comb.,Comb.,313388,,6019,,8.00,2000,,0.5,Y,1483520.0,1382369.0,,,Primary Business not Hi-Tech,6019,,,2001-04-16,2001-04-16,,,,,,,,,,
1051936001,Freddie Mac,2000-10-02,,No,25,,,151,Mtg sec fin co,7.350,100,,Non-callable un,0.3,313400,US,3129022F5,,,,,,,,,,7.350% Medium-Term Nts due '05,FMCC,,OTC,FNM,,,,,,,,2.000,0.200,,,,Fedl Credit Agcy,,313400,,,,US3129022F58,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2001-01-19,,100.000,14902,No,,,25,25,,,2005-10-19,,,,,,1.5,0.15,,,Medium-Term Nts,2334150,,,14902,,,,,,,Federal and federally-sponsored credit agencies,6111,313400,,None,,,,,,,Virginia,FNM,,25,,0.05,,Comb.,Comb.,313400,2334150,6111,,7.35,2000,,0.3,Y,1483521.0,1382370.0,,,Primary Business not Hi-Tech,6111,,,2001-01-19,2001-01-19,2000-10-17,2000-10-17,,,,,,,,
1051951001,Federal Home Loan Banks,2000-10-02,,No,19,,,,Federal credit agency,7.550,100,,Non-callable un,2,313388,US,3133MCC45,,,,,,,,,,7.550% Bonds due '10,,,,,,,,,,,,2.500,0.250,,,,Fedl Credit Agcy,,313388,,,,US3133MCC453,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2002-10-18,,Market,14901,No,,,18.943,18.943,,,2010-10-18,,,,,,2.5,0.25,,,Bonds,,,,14901,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,19,,0.048,,Comb.,Comb.,313388,,6019,,Mark,2000,,2,Y,1483522.0,1382371.0,,,Primary Business not Hi-Tech,6019,,,2002-10-18,2002-10-18,2000-10-20,2000-10-20,,,,,,,,
1051954001,Fannie Mae,2000-10-02,,No,15,,,,Pvd loan svcs,6.840,100,,Non-callable un,1,313586,US,31364KWT3,,,,,,,,,,6.840% Notes due '05,FNMA,,New York,FNM,,,,,,,2922,1.500,0.150,,,,Fedl Credit Agcy,,313586,,,,US31364KWT32,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2001-10-17,,Market,14900,No,,,14.888,14.888,,,2005-10-17,,,,,,1.5,0.15,,,Notes,2333889,,,14900,,,,,,,Federal and federally-sponsored credit agencies,6111,313586,,None,,,,,,,D. of Columbia,FNM,,15,,0.023,,Comb.,Comb.,313586,2333889,6111,,Mark,2000,,1,Y,1483523.0,1382372.0,,,Primary Business not Hi-Tech,6111,,,2001-10-17,2001-10-17,2000-10-09,2000-10-09,,,,,,,,
1051959004,UBS Preferred Funding Trust I,2000-10-02,,No,1500,,,,Special purpose finance co,,1000,,Non-callable un,10.1,90299L,US,90262PAA6,,,,,,,,,12,"1,500,000.0 Trust Pfd Sec's",,,,UBSG,,2000-09-20,,,,,,1.0,0.100,,,,Commercial Bank,,90261R,,,,US90262PAA66,,,,,2000-09-20,,2000-10-02,OTC,OTC,,,Aa2,,Comb.,Comb.,U.S. Public,,,,Switzerland,2010-10-01,,"1,000.000",14893,Yes,,,1500,1500,,,,,,,,,,,,,Trust Pfd Sec's,,,,14893,1500000,,,,,1500000,Banks,6000,,,None,,,,,,,Foreign,,1500000,1500,,1.5,,Comb.,Comb.,3C2757,BRJL176,6000,,Vari,2000,,10,Y,1110946.0,893310.0,,,Primary Business not Hi-Tech,6000/619B,,,2010-10-01,2010-10-01,2000-10-18,2000-10-18,,,,,,,,
1051962001,Unibank,2000-10-02,,No,100,,,76,Commercial bank,6.730,,,Non-callable to,1,90457G,US,,,,,,,,,,,6.730% CDs due '01,,,,,,,,,,,,,,,,,Commercial Bank,,90457G,,,,,,,,,,,,OTC,OTC,,,NR,,,,U.S. Public,,,,United States,M,,100.000,14886,No,,,100,100,,,2001-10-03,,,,,,,,,,CDs,,,,14886,,,,,,,National commercial banks,6021,,,None,,,,,,,Tennessee,,,100,,,,,,90457G,,6021,,6.73,2000,,,Y,1483525.0,1382374.0,,,Primary Business not Hi-Tech,6021,,,,,,,,,,,,,,
1051995001,Anheuser Busch Inc,2000-10-02,,No,200,,,165,"Produce,whl beer",7.550,,,Make Whole Call,,035231,US,,,,,,,,,,131,7.550% Debentures due '30,,,,BUD,1000,2000-05-24,,,,,-12783,8.750,0.875,,,,Manufacturing,,035229,,,,,,,,,,,,OTC,OTC,,,A1,,Comb.,Comb.,U.S. Public,,,,United States,A,,99.99,14888,No,,,199.98,199.98,,,2030-10-01,,2.5,,,,4.5,0.45,,,Debentures,,,,14888,,,,,,,Malt beverages,2082,,,None,,,,,,,Missouri,,,200,,1.75,,Comb.,Comb.,035229,BYYHL23,2082,,7.55,2000,,,Y,1483529.0,1382377.0,0.25,,Primary Business not Hi-Tech,2082/7389/5149,,,,,2000-10-17,2000-10-17,,,,,,,,
1052024001,Federal Home Loan Banks,2000-10-02,,No,25,,,,Federal credit agency,6.625,100,,Non-callable un,0.3,313388,US,3133MCC60,,,,,,,,,,6.625% Bonds due '02,,,,,,,,,,,,1.250,0.125,,,,Fedl Credit Agcy,,313388,,,,US3133MCC602,,,,,,,,OTC,OTC,,,NR,,Comb.,Comb.,U.S. Public,,,,United States,2001-01-23,,Market,14906,No,,,25,25,,,2002-10-23,,,,,,1,0.1,,,Bonds,,,,14906,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,25,,0.031,,Comb.,Comb.,313388,,6019,,Mark,2000,,0.3,Y,1483530.0,1382378.0,,,Primary Business not Hi-Tech,6019,,,2001-01-23,2001-01-23,2000-10-23,2000-10-23,,,,,,,,
1052037001,Federal Home Loan Banks,2000-10-02,,No,3,,,,Federal credit agency,6.750,,,Non-callable to,7,313388,US,3133MC3G8,,,,,,,,,,6.750% Bonds due '07,,,,,,,,,,,,Market,Market,,,,Fedl Credit Agcy,,313388,,,,,,,,,,,,OTC,OTC,,,NR,,Comp.,Comp.,U.S. Public,,,,United States,M,,Market,14888,No,,,3.012,3.012,,,2007-08-15,,,,,,,,,,Bonds,,,,14888,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,3,,,,Comp.,Comp.,313388,,6019,,Mark,2000,,,Y,1483531.0,1382379.0,,,Primary Business not Hi-Tech,6019,,,,,2000-10-25,2000-10-25,,,,,,,,
1052053001,Federal Home Loan Banks,2000-10-02,,No,50,,,,Federal credit agency,7.125,,,Non-callable to,1.1,313388,US,3133MBJU2,,,,,,,,,,7.125% Bonds due '01,,,,,,,,,,,,Market,Market,,,,Fedl Credit Agcy,,313388,,,,,,,,,,,,OTC,OTC,,,NR,,Comp.,Comp.,U.S. Public,,,,United States,M,,Market,14888,No,,,50.33,100.66,,,2001-11-15,,,,,,,,,,Bonds,,,,14888,,,,,,,"Central reserve depository institutions, nec",6019,313388,,None,,,,,,,D. of Columbia,,,100,,,,Comp.,Comp.,313388,,6019,,Mark,2000,,,Y,1499585.0,1397513.0,,,Primary Business not Hi-Tech,6019,,,,,2000-10-05,2000-10-05,,,,,,,,
